RecordType,StartTime,Demand
VD,2024-10-11T01:55:00Z,24321
VD,2024-10-11T02:00:00Z,24493
VD,2024-10-11T02:05:00Z,24596
VD,2024-10-11T02:10:00Z,24695
VD,2024-10-11T02:15:00Z,24654
VD,2024-10-11T02:20:00Z,24656
VD,2024-10-11T02:25:00Z,24715
VD,2024-10-11T02:30:00Z,24783
VD,2024-10-11T02:35:00Z,24818
VD,2024-10-11T02:40:00Z,24732
VD,2024-10-11T02:45:00Z,24438
VD,2024-10-11T02:50:00Z,24280
VD,2024-10-11T02:55:00Z,24223
VD,2024-10-11T03:00:00Z,23955
VD,2024-10-11T03:05:00Z,23919
VD,2024-10-11T03:10:00Z,23877
VD,2024-10-11T03:15:00Z,23906
VD,2024-10-11T03:20:00Z,23901
VD,2024-10-11T03:25:00Z,23867
VD,2024-10-11T03:30:00Z,23993
VD,2024-10-11T03:35:00Z,24050
VD,2024-10-11T03:40:00Z,24099
VD,2024-10-11T03:45:00Z,24116
VD,2024-10-11T03:50:00Z,24123
VD,2024-10-11T03:55:00Z,23877
VD,2024-10-11T04:00:00Z,23467
VD,2024-10-11T04:05:00Z,23523
VD,2024-10-11T04:10:00Z,23538
VD,2024-10-11T04:15:00Z,23610
VD,2024-10-11T04:20:00Z,23866
VD,2024-10-11T04:25:00Z,24014
VD,2024-10-11T04:30:00Z,24072
VD,2024-10-11T04:35:00Z,24274
VD,2024-10-11T04:40:00Z,24422
VD,2024-10-11T04:45:00Z,24870
VD,2024-10-11T04:50:00Z,25469
VD,2024-10-11T04:55:00Z,26099
VD,2024-10-11T05:00:00Z,26927
VD,2024-10-11T05:05:00Z,27353
VD,2024-10-11T05:10:00Z,27583
VD,2024-10-11T05:15:00Z,27821
VD,2024-10-11T05:20:00Z,28110
VD,2024-10-11T05:25:00Z,28464
VD,2024-10-11T05:30:00Z,29023
VD,2024-10-11T05:35:00Z,29474
VD,2024-10-11T05:40:00Z,29926
VD,2024-10-11T05:45:00Z,30395
VD,2024-10-11T05:50:00Z,30656
VD,2024-10-11T05:55:00Z,30752
VD,2024-10-11T06:00:00Z,31287
VD,2024-10-11T06:05:00Z,32268
VD,2024-10-11T06:10:00Z,32654
VD,2024-10-11T06:15:00Z,32985
VD,2024-10-11T06:20:00Z,33250
VD,2024-10-11T06:25:00Z,33564
VD,2024-10-11T06:30:00Z,33637
VD,2024-10-11T06:35:00Z,33806
VD,2024-10-11T06:40:00Z,33864
VD,2024-10-11T06:45:00Z,33905
VD,2024-10-11T06:50:00Z,33942
VD,2024-10-11T06:55:00Z,33729
VD,2024-10-11T07:00:00Z,34079
VD,2024-10-11T07:05:00Z,34650
VD,2024-10-11T07:10:00Z,34710
VD,2024-10-11T07:15:00Z,34560
VD,2024-10-11T07:20:00Z,34455
VD,2024-10-11T07:25:00Z,34436
VD,2024-10-11T07:30:00Z,34476
VD,2024-10-11T07:35:00Z,34444
VD,2024-10-11T07:40:00Z,34285
VD,2024-10-11T07:45:00Z,34085
VD,2024-10-11T07:50:00Z,33924
VD,2024-10-11T07:55:00Z,33731
VD,2024-10-11T08:00:00Z,33701
VD,2024-10-11T08:05:00Z,33745
VD,2024-10-11T08:10:00Z,33568
VD,2024-10-11T08:15:00Z,33306
VD,2024-10-11T08:20:00Z,33194
VD,2024-10-11T08:25:00Z,33057
VD,2024-10-11T08:30:00Z,32936
VD,2024-10-11T08:35:00Z,32641
VD,2024-10-11T08:40:00Z,32377
VD,2024-10-11T08:45:00Z,32345
VD,2024-10-11T08:50:00Z,32238
VD,2024-10-11T08:55:00Z,32008
VD,2024-10-11T09:00:00Z,31454
VD,2024-10-11T09:05:00Z,31292
VD,2024-10-11T09:10:00Z,31143
VD,2024-10-11T09:15:00Z,30728
VD,2024-10-11T09:20:00Z,30451
VD,2024-10-11T09:25:00Z,30414
VD,2024-10-11T09:30:00Z,30295
VD,2024-10-11T09:35:00Z,30122
VD,2024-10-11T09:40:00Z,29999
VD,2024-10-11T09:45:00Z,29879
VD,2024-10-11T09:50:00Z,29577
VD,2024-10-11T09:55:00Z,29860
VD,2024-10-11T10:00:00Z,29176
VD,2024-10-11T10:05:00Z,29057
VD,2024-10-11T10:10:00Z,28911
VD,2024-10-11T10:15:00Z,28869
VD,2024-10-11T10:20:00Z,28691
VD,2024-10-11T10:25:00Z,28678
VD,2024-10-11T10:30:00Z,28560
VD,2024-10-11T10:35:00Z,27982
VD,2024-10-11T10:40:00Z,27826
VD,2024-10-11T10:45:00Z,27838
VD,2024-10-11T10:50:00Z,27845
VD,2024-10-11T10:55:00Z,27850
VD,2024-10-11T11:00:00Z,27973
VD,2024-10-11T11:05:00Z,27861
VD,2024-10-11T11:10:00Z,27755
VD,2024-10-11T11:15:00Z,27999
VD,2024-10-11T11:20:00Z,27960
VD,2024-10-11T11:25:00Z,27646
VD,2024-10-11T11:30:00Z,27574
VD,2024-10-11T11:35:00Z,27603
VD,2024-10-11T11:40:00Z,27577
VD,2024-10-11T11:45:00Z,27302
VD,2024-10-11T11:50:00Z,27068
VD,2024-10-11T11:55:00Z,26903
VD,2024-10-11T12:00:00Z,27013
VD,2024-10-11T12:05:00Z,27198
VD,2024-10-11T12:10:00Z,27167
VD,2024-10-11T12:15:00Z,27033
VD,2024-10-11T12:20:00Z,27113
VD,2024-10-11T12:25:00Z,27196
VD,2024-10-11T12:30:00Z,27196
VD,2024-10-11T12:35:00Z,27290
VD,2024-10-11T12:40:00Z,27286
VD,2024-10-11T12:45:00Z,27474
VD,2024-10-11T12:50:00Z,27334
VD,2024-10-11T12:55:00Z,27047
VD,2024-10-11T13:00:00Z,26660
VD,2024-10-11T13:05:00Z,26686
VD,2024-10-11T13:10:00Z,26597
VD,2024-10-11T13:15:00Z,26676
VD,2024-10-11T13:20:00Z,26536
VD,2024-10-11T13:25:00Z,26515
VD,2024-10-11T13:30:00Z,26677
VD,2024-10-11T13:35:00Z,26876
VD,2024-10-11T13:40:00Z,26977
VD,2024-10-11T13:45:00Z,26985
VD,2024-10-11T13:50:00Z,26962
VD,2024-10-11T13:55:00Z,27011
VD,2024-10-11T14:00:00Z,27451
VD,2024-10-11T14:05:00Z,27550
VD,2024-10-11T14:10:00Z,27566
VD,2024-10-11T14:15:00Z,27698
VD,2024-10-11T14:20:00Z,28105
VD,2024-10-11T14:25:00Z,28372
VD,2024-10-11T14:30:00Z,28489
VD,2024-10-11T14:35:00Z,28695
VD,2024-10-11T14:40:00Z,28808
VD,2024-10-11T14:45:00Z,29050
VD,2024-10-11T14:50:00Z,29692
VD,2024-10-11T14:55:00Z,29876
VD,2024-10-11T15:00:00Z,29835
VD,2024-10-11T15:05:00Z,30008
VD,2024-10-11T15:10:00Z,29892
VD,2024-10-11T15:15:00Z,29955
VD,2024-10-11T15:20:00Z,30441
VD,2024-10-11T15:25:00Z,30898
VD,2024-10-11T15:30:00Z,31190
VD,2024-10-11T15:35:00Z,31212
VD,2024-10-11T15:40:00Z,31321
VD,2024-10-11T15:45:00Z,31710
VD,2024-10-11T15:50:00Z,31954
VD,2024-10-11T15:55:00Z,32322
VD,2024-10-11T16:00:00Z,32546
VD,2024-10-11T16:05:00Z,33087
VD,2024-10-11T16:10:00Z,33666
VD,2024-10-11T16:15:00Z,34033
VD,2024-10-11T16:20:00Z,34249
VD,2024-10-11T16:25:00Z,34385
VD,2024-10-11T16:30:00Z,34753
VD,2024-10-11T16:35:00Z,34930
VD,2024-10-11T16:40:00Z,35064
VD,2024-10-11T16:45:00Z,35225
VD,2024-10-11T16:50:00Z,35237
VD,2024-10-11T16:55:00Z,35170
VD,2024-10-11T17:00:00Z,35292
VD,2024-10-11T17:05:00Z,35340
VD,2024-10-11T17:10:00Z,35411
VD,2024-10-11T17:15:00Z,35550
VD,2024-10-11T17:20:00Z,35651
VD,2024-10-11T17:25:00Z,35885
VD,2024-10-11T17:30:00Z,35962
VD,2024-10-11T17:35:00Z,36076
VD,2024-10-11T17:40:00Z,36114
VD,2024-10-11T17:45:00Z,36129
VD,2024-10-11T17:50:00Z,36143
VD,2024-10-11T17:55:00Z,35859
VD,2024-10-11T18:00:00Z,35923
VD,2024-10-11T18:05:00Z,36048
VD,2024-10-11T18:10:00Z,35855
VD,2024-10-11T18:15:00Z,35736
VD,2024-10-11T18:20:00Z,35462
VD,2024-10-11T18:25:00Z,35206
VD,2024-10-11T18:30:00Z,35182
VD,2024-10-11T18:35:00Z,35120
VD,2024-10-11T18:40:00Z,34966
VD,2024-10-11T18:45:00Z,34893
VD,2024-10-11T18:50:00Z,34659
VD,2024-10-11T18:55:00Z,34546
VD,2024-10-11T19:00:00Z,34484
VD,2024-10-11T19:05:00Z,34395
VD,2024-10-11T19:10:00Z,34244
VD,2024-10-11T19:15:00Z,34045
VD,2024-10-11T19:20:00Z,33831
VD,2024-10-11T19:25:00Z,33721
VD,2024-10-11T19:30:00Z,33500
VD,2024-10-11T19:35:00Z,33422
VD,2024-10-11T19:40:00Z,33450
VD,2024-10-11T19:45:00Z,33067
VD,2024-10-11T19:50:00Z,32857
VD,2024-10-11T19:55:00Z,32745
VD,2024-10-11T20:00:00Z,32365
VD,2024-10-11T20:05:00Z,32161
VD,2024-10-11T20:10:00Z,31961
VD,2024-10-11T20:15:00Z,31723
VD,2024-10-11T20:20:00Z,31464
VD,2024-10-11T20:25:00Z,31142
VD,2024-10-11T20:30:00Z,30825
VD,2024-10-11T20:35:00Z,30479
VD,2024-10-11T20:40:00Z,30129
VD,2024-10-11T20:45:00Z,29710
VD,2024-10-11T20:50:00Z,29493
VD,2024-10-11T20:55:00Z,29138
VD,2024-10-11T21:00:00Z,28984
VD,2024-10-11T21:05:00Z,28854
VD,2024-10-11T21:10:00Z,28637
VD,2024-10-11T21:15:00Z,28337
VD,2024-10-11T21:20:00Z,27895
VD,2024-10-11T21:25:00Z,27571
VD,2024-10-11T21:30:00Z,27516
VD,2024-10-11T21:35:00Z,27423
VD,2024-10-11T21:40:00Z,27195
VD,2024-10-11T21:45:00Z,26980
VD,2024-10-11T21:50:00Z,26738
VD,2024-10-11T21:55:00Z,26181
VD,2024-10-11T22:00:00Z,25710
VD,2024-10-11T22:05:00Z,25441
VD,2024-10-11T22:10:00Z,25081
VD,2024-10-11T22:15:00Z,24716
VD,2024-10-11T22:20:00Z,24344
VD,2024-10-11T22:25:00Z,24104
VD,2024-10-11T22:30:00Z,23907
VD,2024-10-11T22:35:00Z,23844
VD,2024-10-11T22:40:00Z,23666
VD,2024-10-11T22:45:00Z,23482
VD,2024-10-11T22:50:00Z,23307
VD,2024-10-11T22:55:00Z,23169
VD,2024-10-11T23:00:00Z,23020
VD,2024-10-11T23:05:00Z,22884
VD,2024-10-11T23:10:00Z,22861
VD,2024-10-11T23:15:00Z,22807
VD,2024-10-11T23:20:00Z,22627
VD,2024-10-11T23:25:00Z,22515
VD,2024-10-11T23:30:00Z,22595
VD,2024-10-11T23:35:00Z,22505
VD,2024-10-11T23:40:00Z,22444
VD,2024-10-11T23:45:00Z,22335
VD,2024-10-11T23:50:00Z,22223
VD,2024-10-11T23:55:00Z,22180
VD,2024-10-12T00:00:00Z,22290
VD,2024-10-12T00:05:00Z,22351
VD,2024-10-12T00:10:00Z,22289
VD,2024-10-12T00:15:00Z,22254
VD,2024-10-12T00:20:00Z,22169
VD,2024-10-12T00:25:00Z,22105
VD,2024-10-12T00:30:00Z,22218
VD,2024-10-12T00:35:00Z,22282
VD,2024-10-12T00:40:00Z,22239
VD,2024-10-12T00:45:00Z,22188
VD,2024-10-12T00:50:00Z,22136
VD,2024-10-12T00:55:00Z,22116
VD,2024-10-12T01:00:00Z,21971
VD,2024-10-12T01:05:00Z,21959
VD,2024-10-12T01:10:00Z,22079
VD,2024-10-12T01:15:00Z,22098
VD,2024-10-12T01:20:00Z,22097
VD,2024-10-12T01:25:00Z,22077
VD,2024-10-12T01:30:00Z,22094
VD,2024-10-12T01:35:00Z,21977
VD,2024-10-12T01:40:00Z,21863
VD,2024-10-12T01:45:00Z,21726
VD,2024-10-12T01:50:00Z,21687
VD,2024-10-12T01:55:00Z,21749
VD,2024-10-12T02:00:00Z,21506
VD,2024-10-12T02:05:00Z,21576
VD,2024-10-12T02:10:00Z,21577
VD,2024-10-12T02:15:00Z,21517
VD,2024-10-12T02:20:00Z,21621
VD,2024-10-12T02:25:00Z,21837
VD,2024-10-12T02:30:00Z,21831
VD,2024-10-12T02:35:00Z,21608
VD,2024-10-12T02:40:00Z,21421
VD,2024-10-12T02:45:00Z,21365
VD,2024-10-12T02:50:00Z,21374
VD,2024-10-12T02:55:00Z,21455
VD,2024-10-12T03:00:00Z,21411
VD,2024-10-12T03:05:00Z,21586
VD,2024-10-12T03:10:00Z,21670
VD,2024-10-12T03:15:00Z,21775
VD,2024-10-12T03:20:00Z,21826
VD,2024-10-12T03:25:00Z,21842
VD,2024-10-12T03:30:00Z,21783
VD,2024-10-12T03:35:00Z,21711
VD,2024-10-12T03:40:00Z,21690
VD,2024-10-12T03:45:00Z,21732
VD,2024-10-12T03:50:00Z,21831
VD,2024-10-12T03:55:00Z,21680
VD,2024-10-12T04:00:00Z,21608
VD,2024-10-12T04:05:00Z,21650
VD,2024-10-12T04:10:00Z,21776
VD,2024-10-12T04:15:00Z,21868
VD,2024-10-12T04:20:00Z,21918
VD,2024-10-12T04:25:00Z,21972
VD,2024-10-12T04:30:00Z,22044
VD,2024-10-12T04:35:00Z,22090
VD,2024-10-12T04:40:00Z,22112
VD,2024-10-12T04:45:00Z,22059
VD,2024-10-12T04:50:00Z,21969
VD,2024-10-12T04:55:00Z,22016
VD,2024-10-12T05:00:00Z,22148
VD,2024-10-12T05:05:00Z,22528
VD,2024-10-12T05:10:00Z,22627
VD,2024-10-12T05:15:00Z,22563
VD,2024-10-12T05:20:00Z,22690
VD,2024-10-12T05:25:00Z,22811
VD,2024-10-12T05:30:00Z,22965
VD,2024-10-12T05:35:00Z,23046
VD,2024-10-12T05:40:00Z,23204
VD,2024-10-12T05:45:00Z,23361
VD,2024-10-12T05:50:00Z,23540
VD,2024-10-12T05:55:00Z,23659
VD,2024-10-12T06:00:00Z,23876
VD,2024-10-12T06:05:00Z,24012
VD,2024-10-12T06:10:00Z,24035
VD,2024-10-12T06:15:00Z,24104
VD,2024-10-12T06:20:00Z,24240
VD,2024-10-12T06:25:00Z,24262
VD,2024-10-12T06:30:00Z,24460
VD,2024-10-12T06:35:00Z,24810
VD,2024-10-12T06:40:00Z,25014
VD,2024-10-12T06:45:00Z,25180
VD,2024-10-12T06:50:00Z,25353
VD,2024-10-12T06:55:00Z,25435
VD,2024-10-12T07:00:00Z,25675
VD,2024-10-12T07:05:00Z,26156
VD,2024-10-12T07:10:00Z,26372
VD,2024-10-12T07:15:00Z,26567
VD,2024-10-12T07:20:00Z,26707
VD,2024-10-12T07:25:00Z,26846
VD,2024-10-12T07:30:00Z,26860
VD,2024-10-12T07:35:00Z,26774
VD,2024-10-12T07:40:00Z,26824
VD,2024-10-12T07:45:00Z,27201
VD,2024-10-12T07:50:00Z,27378
VD,2024-10-12T07:55:00Z,27328
VD,2024-10-12T08:00:00Z,27400
VD,2024-10-12T08:05:00Z,27558
VD,2024-10-12T08:10:00Z,27722
VD,2024-10-12T08:15:00Z,27750
VD,2024-10-12T08:20:00Z,27701
VD,2024-10-12T08:25:00Z,27842
VD,2024-10-12T08:30:00Z,27861
VD,2024-10-12T08:35:00Z,27985
VD,2024-10-12T08:40:00Z,28007
VD,2024-10-12T08:45:00Z,28069
VD,2024-10-12T08:50:00Z,28102
VD,2024-10-12T08:55:00Z,28274
VD,2024-10-12T09:00:00Z,28167
VD,2024-10-12T09:05:00Z,28110
VD,2024-10-12T09:10:00Z,28151
VD,2024-10-12T09:15:00Z,28154
VD,2024-10-12T09:20:00Z,28180
VD,2024-10-12T09:25:00Z,28214
VD,2024-10-12T09:30:00Z,28209
VD,2024-10-12T09:35:00Z,28327
VD,2024-10-12T09:40:00Z,28366
VD,2024-10-12T09:45:00Z,28556
VD,2024-10-12T09:50:00Z,28337
VD,2024-10-12T09:55:00Z,28095
VD,2024-10-12T10:00:00Z,27962
VD,2024-10-12T10:05:00Z,28034
VD,2024-10-12T10:10:00Z,27901
VD,2024-10-12T10:15:00Z,27771
VD,2024-10-12T10:20:00Z,27770
VD,2024-10-12T10:25:00Z,27810
VD,2024-10-12T10:30:00Z,27876
VD,2024-10-12T10:35:00Z,27771
VD,2024-10-12T10:40:00Z,27394
VD,2024-10-12T10:45:00Z,27110
VD,2024-10-12T10:50:00Z,26927
VD,2024-10-12T10:55:00Z,26941
VD,2024-10-12T11:00:00Z,26938
VD,2024-10-12T11:05:00Z,26928
VD,2024-10-12T11:10:00Z,27002
VD,2024-10-12T11:15:00Z,26943
VD,2024-10-12T11:20:00Z,26707
VD,2024-10-12T11:25:00Z,26408
VD,2024-10-12T11:30:00Z,26382
VD,2024-10-12T11:35:00Z,26420
VD,2024-10-12T11:40:00Z,26390
VD,2024-10-12T11:45:00Z,26365
VD,2024-10-12T11:50:00Z,26354
VD,2024-10-12T11:55:00Z,26347
VD,2024-10-12T12:00:00Z,26261
VD,2024-10-12T12:05:00Z,26235
VD,2024-10-12T12:10:00Z,26206
VD,2024-10-12T12:15:00Z,26211
VD,2024-10-12T12:20:00Z,26170
VD,2024-10-12T12:25:00Z,25936
VD,2024-10-12T12:30:00Z,25835
VD,2024-10-12T12:35:00Z,25703
VD,2024-10-12T12:40:00Z,25580
VD,2024-10-12T12:45:00Z,25473
VD,2024-10-12T12:50:00Z,25266
VD,2024-10-12T12:55:00Z,25203
VD,2024-10-12T13:00:00Z,24861
VD,2024-10-12T13:05:00Z,25033
VD,2024-10-12T13:10:00Z,25090
VD,2024-10-12T13:15:00Z,25246
VD,2024-10-12T13:20:00Z,25406
VD,2024-10-12T13:25:00Z,25393
VD,2024-10-12T13:30:00Z,25365
VD,2024-10-12T13:35:00Z,25215
VD,2024-10-12T13:40:00Z,25272
VD,2024-10-12T13:45:00Z,25305
VD,2024-10-12T13:50:00Z,25121
VD,2024-10-12T13:55:00Z,25095
VD,2024-10-12T14:00:00Z,24604
VD,2024-10-12T14:05:00Z,24603
VD,2024-10-12T14:10:00Z,24643
VD,2024-10-12T14:15:00Z,24763
VD,2024-10-12T14:20:00Z,24766
VD,2024-10-12T14:25:00Z,24824
VD,2024-10-12T14:30:00Z,24913
VD,2024-10-12T14:35:00Z,24924
VD,2024-10-12T14:40:00Z,24785
VD,2024-10-12T14:45:00Z,24767
VD,2024-10-12T14:50:00Z,24935
VD,2024-10-12T14:55:00Z,25062
VD,2024-10-12T15:00:00Z,25595
VD,2024-10-12T15:05:00Z,25696
VD,2024-10-12T15:10:00Z,25561
VD,2024-10-12T15:15:00Z,25697
VD,2024-10-12T15:20:00Z,25855
VD,2024-10-12T15:25:00Z,25745
VD,2024-10-12T15:30:00Z,25774
VD,2024-10-12T15:35:00Z,25914
VD,2024-10-12T15:40:00Z,26013
VD,2024-10-12T15:45:00Z,26269
VD,2024-10-12T15:50:00Z,26791
VD,2024-10-12T15:55:00Z,27093
VD,2024-10-12T16:00:00Z,27746
VD,2024-10-12T16:05:00Z,28266
VD,2024-10-12T16:10:00Z,28783
VD,2024-10-12T16:15:00Z,29046
VD,2024-10-12T16:20:00Z,29300
VD,2024-10-12T16:25:00Z,29599
VD,2024-10-12T16:30:00Z,29731
VD,2024-10-12T16:35:00Z,29873
VD,2024-10-12T16:40:00Z,29991
VD,2024-10-12T16:45:00Z,30261
VD,2024-10-12T16:50:00Z,30464
VD,2024-10-12T16:55:00Z,30498
VD,2024-10-12T17:00:00Z,30541
VD,2024-10-12T17:05:00Z,30383
VD,2024-10-12T17:10:00Z,30323
VD,2024-10-12T17:15:00Z,30402
VD,2024-10-12T17:20:00Z,30534
VD,2024-10-12T17:25:00Z,30617
VD,2024-10-12T17:30:00Z,31081
VD,2024-10-12T17:35:00Z,31163
VD,2024-10-12T17:40:00Z,31203
VD,2024-10-12T17:45:00Z,31333
VD,2024-10-12T17:50:00Z,31337
VD,2024-10-12T17:55:00Z,31281
VD,2024-10-12T18:00:00Z,31368
VD,2024-10-12T18:05:00Z,31341
VD,2024-10-12T18:10:00Z,31366
VD,2024-10-12T18:15:00Z,31379
VD,2024-10-12T18:20:00Z,31406
VD,2024-10-12T18:25:00Z,31621
VD,2024-10-12T18:30:00Z,31494
VD,2024-10-12T18:35:00Z,31293
VD,2024-10-12T18:40:00Z,31162
VD,2024-10-12T18:45:00Z,31088
VD,2024-10-12T18:50:00Z,30871
VD,2024-10-12T18:55:00Z,30715
VD,2024-10-12T19:00:00Z,30757
VD,2024-10-12T19:05:00Z,30475
VD,2024-10-12T19:10:00Z,30216
VD,2024-10-12T19:15:00Z,30069
VD,2024-10-12T19:20:00Z,29987
VD,2024-10-12T19:25:00Z,29701
VD,2024-10-12T19:30:00Z,29834
VD,2024-10-12T19:35:00Z,29976
VD,2024-10-12T19:40:00Z,29996
VD,2024-10-12T19:45:00Z,29872
VD,2024-10-12T19:50:00Z,29680
VD,2024-10-12T19:55:00Z,29375
VD,2024-10-12T20:00:00Z,29034
VD,2024-10-12T20:05:00Z,28915
VD,2024-10-12T20:10:00Z,28867
VD,2024-10-12T20:15:00Z,28551
VD,2024-10-12T20:20:00Z,28356
VD,2024-10-12T20:25:00Z,28243
VD,2024-10-12T20:30:00Z,28172
VD,2024-10-12T20:35:00Z,28021
VD,2024-10-12T20:40:00Z,27895
VD,2024-10-12T20:45:00Z,27822
VD,2024-10-12T20:50:00Z,27687
VD,2024-10-12T20:55:00Z,27384
VD,2024-10-12T21:00:00Z,26906
VD,2024-10-12T21:05:00Z,26715
VD,2024-10-12T21:10:00Z,26577
VD,2024-10-12T21:15:00Z,26543
VD,2024-10-12T21:20:00Z,26417
VD,2024-10-12T21:25:00Z,26269
VD,2024-10-12T21:30:00Z,26232
VD,2024-10-12T21:35:00Z,26078
VD,2024-10-12T21:40:00Z,26038
VD,2024-10-12T21:45:00Z,26003
VD,2024-10-12T21:50:00Z,25922
VD,2024-10-12T21:55:00Z,25424
VD,2024-10-12T22:00:00Z,24554
VD,2024-10-12T22:05:00Z,24779
VD,2024-10-12T22:10:00Z,24692
VD,2024-10-12T22:15:00Z,24621
VD,2024-10-12T22:20:00Z,24561
VD,2024-10-12T22:25:00Z,24494
VD,2024-10-12T22:30:00Z,24548
VD,2024-10-12T22:35:00Z,24382
VD,2024-10-12T22:40:00Z,24109
VD,2024-10-12T22:45:00Z,23870
VD,2024-10-12T22:50:00Z,23647
VD,2024-10-12T22:55:00Z,23416
VD,2024-10-12T23:00:00Z,23427
VD,2024-10-12T23:05:00Z,23376
VD,2024-10-12T23:10:00Z,23353
VD,2024-10-12T23:15:00Z,23366
VD,2024-10-12T23:20:00Z,23401
VD,2024-10-12T23:25:00Z,23392
VD,2024-10-12T23:30:00Z,23461
VD,2024-10-12T23:35:00Z,23393
VD,2024-10-12T23:40:00Z,23301
VD,2024-10-12T23:45:00Z,23175
VD,2024-10-12T23:50:00Z,23054
VD,2024-10-12T23:55:00Z,22969
VD,2024-10-13T00:00:00Z,23068
VD,2024-10-13T00:05:00Z,23056
VD,2024-10-13T00:10:00Z,23038
VD,2024-10-13T00:15:00Z,23113
VD,2024-10-13T00:20:00Z,23128
VD,2024-10-13T00:25:00Z,23098
VD,2024-10-13T00:30:00Z,23107
VD,2024-10-13T00:35:00Z,23138
VD,2024-10-13T00:40:00Z,23190
VD,2024-10-13T00:45:00Z,23285
VD,2024-10-13T00:50:00Z,23258
VD,2024-10-13T00:55:00Z,23201
VD,2024-10-13T01:00:00Z,23402
VD,2024-10-13T01:05:00Z,23405
VD,2024-10-13T01:10:00Z,23297
VD,2024-10-13T01:15:00Z,23288
VD,2024-10-13T01:20:00Z,23372
VD,2024-10-13T01:25:00Z,23458
VD,2024-10-13T01:30:00Z,23500
VD,2024-10-13T01:35:00Z,23440
VD,2024-10-13T01:40:00Z,23375
VD,2024-10-13T01:45:00Z,23252
VD,2024-10-13T01:50:00Z,23192
VD,2024-10-13T01:55:00Z,23197
VD,2024-10-13T02:00:00Z,22885
VD,2024-10-13T02:05:00Z,22872
VD,2024-10-13T02:10:00Z,22879
VD,2024-10-13T02:15:00Z,22859
VD,2024-10-13T02:20:00Z,22855
VD,2024-10-13T02:25:00Z,22764
VD,2024-10-13T02:30:00Z,22726
VD,2024-10-13T02:35:00Z,22724
VD,2024-10-13T02:40:00Z,22646
VD,2024-10-13T02:45:00Z,22615
VD,2024-10-13T02:50:00Z,22628
VD,2024-10-13T02:55:00Z,22636
VD,2024-10-13T03:00:00Z,23031
VD,2024-10-13T03:05:00Z,23154
VD,2024-10-13T03:10:00Z,22924
VD,2024-10-13T03:15:00Z,22939
VD,2024-10-13T03:20:00Z,22983
VD,2024-10-13T03:25:00Z,22870
VD,2024-10-13T03:30:00Z,22767
VD,2024-10-13T03:35:00Z,22725
VD,2024-10-13T03:40:00Z,22604
VD,2024-10-13T03:45:00Z,22513
VD,2024-10-13T03:50:00Z,22542
VD,2024-10-13T03:55:00Z,22439
VD,2024-10-13T04:00:00Z,22497
VD,2024-10-13T04:05:00Z,22328
VD,2024-10-13T04:10:00Z,22197
VD,2024-10-13T04:15:00Z,22097
VD,2024-10-13T04:20:00Z,22038
VD,2024-10-13T04:25:00Z,22018
VD,2024-10-13T04:30:00Z,21980
VD,2024-10-13T04:35:00Z,21970
VD,2024-10-13T04:40:00Z,22130
VD,2024-10-13T04:45:00Z,22118
VD,2024-10-13T04:50:00Z,22171
VD,2024-10-13T04:55:00Z,22356
VD,2024-10-13T05:00:00Z,23027
VD,2024-10-13T05:05:00Z,23319
VD,2024-10-13T05:10:00Z,23360
VD,2024-10-13T05:15:00Z,23315
VD,2024-10-13T05:20:00Z,23337
VD,2024-10-13T05:25:00Z,23380
VD,2024-10-13T05:30:00Z,23304
VD,2024-10-13T05:35:00Z,23329
VD,2024-10-13T05:40:00Z,23563
VD,2024-10-13T05:45:00Z,23671
VD,2024-10-13T05:50:00Z,23763
VD,2024-10-13T05:55:00Z,23807
VD,2024-10-13T06:00:00Z,24058
VD,2024-10-13T06:05:00Z,24149
VD,2024-10-13T06:10:00Z,24118
VD,2024-10-13T06:15:00Z,23967
VD,2024-10-13T06:20:00Z,23874
VD,2024-10-13T06:25:00Z,23765
VD,2024-10-13T06:30:00Z,23919
VD,2024-10-13T06:35:00Z,24116
VD,2024-10-13T06:40:00Z,24322
VD,2024-10-13T06:45:00Z,24660
VD,2024-10-13T06:50:00Z,25212
VD,2024-10-13T06:55:00Z,25533
VD,2024-10-13T07:00:00Z,25901
VD,2024-10-13T07:05:00Z,26280
VD,2024-10-13T07:10:00Z,26617
VD,2024-10-13T07:15:00Z,26762
VD,2024-10-13T07:20:00Z,26879
VD,2024-10-13T07:25:00Z,26850
VD,2024-10-13T07:30:00Z,27001
VD,2024-10-13T07:35:00Z,27096
VD,2024-10-13T07:40:00Z,27183
VD,2024-10-13T07:45:00Z,27282
VD,2024-10-13T07:50:00Z,27345
VD,2024-10-13T07:55:00Z,27491
VD,2024-10-13T08:00:00Z,27875
VD,2024-10-13T08:05:00Z,28207
VD,2024-10-13T08:10:00Z,28375
VD,2024-10-13T08:15:00Z,28511
VD,2024-10-13T08:20:00Z,28643
VD,2024-10-13T08:25:00Z,28670
VD,2024-10-13T08:30:00Z,28618
VD,2024-10-13T08:35:00Z,28840
VD,2024-10-13T08:40:00Z,29130
VD,2024-10-13T08:45:00Z,29198
VD,2024-10-13T08:50:00Z,29188
VD,2024-10-13T08:55:00Z,29263
VD,2024-10-13T09:00:00Z,29149
VD,2024-10-13T09:05:00Z,29043
VD,2024-10-13T09:10:00Z,28986
VD,2024-10-13T09:15:00Z,28900
VD,2024-10-13T09:20:00Z,28876
